address,province,city,district,latitude,count,longitude
广东省深圳市龙岗区中央悦城,广东省,深圳市,龙岗区,22.732189,-1,114.242462
广东省深圳市龙岗区华创云轩B座,广东省,深圳市,龙岗区,22.651211,-1,114.065758
广东省深圳市龙岗区华策中心城,广东省,深圳市,龙岗区,22.701269,-1,114.244011
广东省深圳市龙岗区回龙埔万科翰邻城,广东省,深圳市,龙岗区,22.729898,-1,114.230133
广东省深圳市龙岗区大族河山,广东省,深圳市,龙岗区,22.612539,-1,114.157051
广东省深圳市龙岗区布吉慢城,广东省,深圳市,龙岗区,22.625,-1,114.127693
广东省深圳市龙岗区布吉新三村,广东省,深圳市,龙岗区,22.607544,-1,114.118835
广东省深圳市龙岗区布澜路尚峰花园,广东省,深圳市,龙岗区,22.623569,-1,114.138008
广东省深圳市龙岗区秀丽山庄,广东省,深圳市,龙岗区,22.611656,-1,114.107925
广东省深圳市龙岗区西环路八约1街龙富花园,广东省,深圳市,龙岗区,22.607309,-1,114.10891
广东省深圳市龙岗区金龙豪庭B栋,广东省,深圳市,龙岗区,22.617559,-1,114.146851
广东省深圳市龙岗区龙岗街道宝能悦澜山,广东省,深圳市,龙岗区,22.73472,-1,114.25103
广东省深圳市龙岗区中骏四季阳光一期,广东省,深圳市,龙岗区,22.72092,-1,114.30358
广东省深圳市龙岗区平湖山厦社区梨头廖,广东省,深圳市,龙岗区,22.703835,-1,114.115646
广东省深圳市龙岗区招商依山郡,广东省,深圳市,龙岗区,22.7292,-1,114.219032
广东省深圳市龙岗区桂芳园八期,广东省,深圳市,龙岗区,22.608202,-1,114.139481
广东省深圳市龙岗区嶂背步行街,广东省,深圳市,龙岗区,22.683491,-1,114.24189
广东省深圳市龙岗区吉信街如家酒店,广东省,深圳市,龙岗区,22.6425,-1,114.202477
广东省深圳市龙岗区和磡村和磡路3号,广东省,深圳市,龙岗区,22.6237,-1,114.06225
广东省深圳市龙岗区布吉海心汇福园,广东省,深圳市,龙岗区,22.617901,-1,114.110703
广东省深圳市龙岗区卓然居,广东省,深圳市,龙岗区,22.642981,-1,114.169708
广东省深圳市龙岗区家和花园南区,广东省,深圳市,龙岗区,22.61163,-1,114.06128
广东省深圳市龙岗区山厦社区南油花园,广东省,深圳市,龙岗区,22.69706,-1,114.110947
广东省深圳市龙岗区禾坪岗禾坪路5号,广东省,深圳市,龙岗区,22.65691,-1,114.06685
广东省深圳市龙岗区远洋新干线君域花园,广东省,深圳市,龙岗区,22.718225,-1,114.263541
广东省深圳市龙岗区雪象花园新村,广东省,深圳市,龙岗区,22.650541,-1,114.075745
广东省深圳市龙岗区鼎尚华庭,广东省,深圳市,龙岗区,22.773556,-1,114.301765
广东省深圳市龙岗区华为荔枝苑,广东省,深圳市,龙岗区,22.632759,-1,114.07695
广东省深圳市龙岗区德兴花园德贵苑,广东省,深圳市,龙岗区,22.589592,-1,114.110703
广东省深圳市龙岗区全伟达工业园,广东省,深圳市,龙岗区,22.62834,-1,114.100922
广东省深圳市龙岗区万科麓城,广东省,深圳市,龙岗区,22.62501,-1,114.102928
广东省深圳市龙岗区金德丰雅居,广东省,深圳市,龙岗区,22.689943,-1,114.113029
广东省深圳市龙岗区中海康城,广东省,深圳市,龙岗区,22.707239,-1,114.206421
广东省深圳市龙岗区华浩源,广东省,深圳市,龙岗区,22.62425,-1,114.125343
广东省深圳市龙岗区嘉霖·龙禧（龙禧雅苑）,广东省,深圳市,龙岗区,22.739239,-1,114.243614
广东省深圳市龙岗区坂田街道荔园新村,广东省,深圳市,龙岗区,22.636772,-1,114.071236
广东省深圳市龙岗区布吉街道百合山庄,广东省,深圳市,龙岗区,22.594481,-1,114.120071
广东省深圳市龙岗区平湖特力商厦,广东省,深圳市,龙岗区,22.698445,-1,114.132017
广东省深圳市龙岗区杨美社区长坑三区,广东省,深圳市,龙岗区,22.627382,-1,114.061569
广东省深圳市龙岗区龙城街道万象天成,广东省,深圳市,龙岗区,22.723747,-1,114.254402
广东省深圳市龙岗区龙城街道东方沁园,广东省,深圳市,龙岗区,22.725979,-1,114.224785
广东省深圳市龙岗区上木古社区岭根吓,广东省,深圳市,龙岗区,22.668053,-1,114.118782
广东省深圳市龙岗区新亚洲花园,广东省,深圳市,龙岗区,22.715481,-1,114.236504
广东省深圳市龙岗区正大时代华庭,广东省,深圳市,龙岗区,22.646927,-1,114.181473
广东省深圳市龙岗区百合星城二期,广东省,深圳市,龙岗区,22.596788,-1,114.121774
广东省深圳市龙岗区百合星城二期锦航酒店,广东省,深圳市,龙岗区,22.597395,-1,114.120238
广东省湛江市吴川市塘缀镇企石村,广东省,湛江市,吴川市,21.438351,-1,110.600662
广东省湛江市吴川市汇景湾渡假村,广东省,湛江市,吴川市,21.38648,-1,110.864052
广东省湛江市吴川市鼎龙湾2期,广东省,湛江市,吴川市,21.386234,-1,110.864388
广东省湛江市廉江市塘蓬镇山心村,广东省,湛江市,廉江市,21.779653,-1,110.042614
广东省湛江市赤坎区湾南路40号,广东省,湛江市,赤坎区,21.268853,-1,110.374424
广东省湛江市赤坎区茂达居,广东省,湛江市,赤坎区,21.282101,-1,110.361763
广东省湛江市雷州市纪家镇曲港村,广东省,湛江市,雷州市,20.87678,-1,109.749687
广东省湛江市雷州市英利镇幸福农场旧市场,广东省,湛江市,雷州市,20.56222,-1,110.01181
广东省湛江市霞山区嘉愉假日酒店,广东省,湛江市,霞山区,21.186319,-1,110.393646
广东省湛江市霞山区金祥花园金银阁,广东省,湛江市,霞山区,21.21167,-1,110.414818
广东省湛江市霞山区人民大道中13号邮电小区,广东省,湛江市,霞山区,21.215,-1,110.39564
广东省湛江市坡头区恒大绿洲,广东省,湛江市,坡头区,21.256041,-1,110.457733
广东省湛江市坡头区龙头镇绿水村委会山口村,广东省,湛江市,坡头区,21.337721,-1,110.450506
广东省湛江市开发区金地豪苑帝景庭,广东省,湛江市,开发区,21.212351,-1,110.419907
广东省珠海市斗门区斗门镇御金山小区,广东省,珠海市,斗门区,22.2152,2,113.220627
广东省珠海市斗门区井岸镇之舟客栈,广东省,珠海市,斗门区,22.15963,1,113.276817
广东省珠海市斗门区白蕉镇连桥路299号,广东省,珠海市,斗门区,22.226948,2,113.308744
广东省珠海市横琴新区横琴镇富祥湾深井村海马主题公寓,广东省,珠海市,横琴新区,22.09458,1,113.500359
广东省珠海市横琴新区祥澳路国贸大厦,广东省,珠海市,横琴新区,22.162899,3,113.510406
广东省珠海市金湾区三灶镇万科城市花园,广东省,珠海市,金湾区,22.06966,2,113.390518
广东省珠海市金湾区红旗镇广安路92号,广东省,珠海市,金湾区,22.13619,1,113.35248
广东省珠海市金湾区红旗镇东方润园,广东省,珠海市,金湾区,22.13365,2,113.345848
广东省珠海市金湾区红旗镇格林豪泰酒店,广东省,珠海市,金湾区,22.13661,6,113.344454
广东省珠海市金湾区红旗镇中珠山海间小区,广东省,珠海市,金湾区,22.136286,1,113.3512
广东省珠海市香洲区前山街道权英豪苑,广东省,珠海市,香洲区,22.28112,3,113.525742
广东省珠海市香洲区前山街道荣泰河庭,广东省,珠海市,香洲区,22.238239,1,113.509499
广东省珠海市香洲区前山街道银石雅园,广东省,珠海市,香洲区,22.233986,1,113.535698
广东省珠海市香洲区吉大街道绿茵豪庭,广东省,珠海市,香洲区,22.24864,3,113.58374
广东省珠海市香洲区吉大街道锦江之星酒店（九洲大道店）,广东省,珠海市,香洲区,22.24597,1,113.578226
广东省珠海市香洲区拱北街道蔚徕酒店,广东省,珠海市,香洲区,22.216711,3,113.55085
广东省珠海市香洲区拱北街道骏发山庄,广东省,珠海市,香洲区,22.231279,1,113.554108
广东省珠海市香洲区梅华街道富华广场3期,广东省,珠海市,香洲区,22.267361,4,113.532059
广东省珠海市香洲区湾仔街道南联路91号,广东省,珠海市,香洲区,22.20378,1,113.52731
广东省珠海市香洲区狮山街道望海楼酒店,广东省,珠海市,香洲区,22.26643,2,113.580528
广东省珠海市香洲区狮山街道锦枫八方酒店,广东省,珠海市,香洲区,22.279446,1,113.570564
广东省珠海市香洲区翠香街道御龙山庄,广东省,珠海市,香洲区,22.255171,1,113.556221
广东省珠海市香洲区香湾街道金域蓝湾,广东省,珠海市,香洲区,22.283791,1,113.577599
广东省珠海市香洲区前山街道万科城,广东省,珠海市,香洲区,22.270741,4,113.503906
广东省珠海市香洲区前山街道暨南花园,广东省,珠海市,香洲区,22.2815,3,113.523598
广东省珠海市香洲区南屏镇华发世纪城,广东省,珠海市,香洲区,22.213091,3,113.526466
广东省珠海市香洲区梅华街道金鸿利嘉阁,广东省,珠海市,香洲区,22.26531,2,113.529358
广东省珠海市香洲区翠香街道汉庭快捷酒店（银桦路店店）,广东省,珠海市,香洲区,22.277722,1,113.563652
广东省珠海市香洲区南屏镇新翠路101号,广东省,珠海市,香洲区,22.20283,-1,113.45261
广东省珠海市香洲区拱北街道拱北城市便捷酒店,广东省,珠海市,香洲区,22.22122,-1,113.555931
广东省珠海市香洲区拱北街道珠海来魅力假日酒店,广东省,珠海市,香洲区,22.217661,-1,113.552139
广东省珠海市香洲区狮山街道国子间,广东省,珠海市,香洲区,22.281099,3,113.574669
广东省珠海市香洲区香湾街道锦江之星酒店（扬名广场店）,广东省,珠海市,香洲区,22.279966,2,113.559283
广东省珠海市香洲区前山街道金地伊顿山,广东省,珠海市,香洲区,22.279625,1,113.531578
广东省珠海市香洲区湖北来珠人员安置点,广东省,珠海市,香洲区,22.221222,1,113.548134
广东省珠海市高新区唐家湾镇中海银海湾,广东省,珠海市,高新区,22.315689,1,113.593323
广东省珠海市高新区唐家湾镇旭日湾花园,广东省,珠海市,高新区,22.33358,1,113.592758
广东省珠海市高新区唐家湾镇鸡山村,广东省,珠海市,高新区,22.33733,1,113.58989
广东省珠海市高新区金鼎南星街,广东省,珠海市,高新区,22.18355,1,113.30056
广东省珠海市高栏港区平沙镇美平一街240号,广东省,珠海市,高栏港区,22.10012,1,113.18597
广东省肇庆市四会市东城街道九龙湾小区,广东省,肇庆市,四会市,23.328899,-1,112.720383
广东省肇庆市广宁县南街镇碧翠湖度假村,广东省,肇庆市,广宁县,23.606922,-1,112.430084
广东省肇庆市端州区城东街道帝和豪庭小区,广东省,肇庆市,端州区,23.057911,-1,112.487228
广东省肇庆市端州区睦岗街道锦绣山河小区,广东省,肇庆市,端州区,23.053511,-1,112.433563
广东省肇庆市高要区南岸街道帝景蓝湾小区,广东省,肇庆市,高要区,23.027611,-1,112.472557
广东省肇庆市高要区南岸街道珀丽湾小区,广东省,肇庆市,高要区,23.030479,-1,112.458076
广东省肇庆市高要区大湾镇禄岸村,广东省,肇庆市,高要区,23.045719,-1,112.316093
广东省肇庆市鼎湖区坑口街道一米阳光小区,广东省,肇庆市,鼎湖区,23.14522,-1,112.565399
广东省肇庆市封开县杏花镇新和村,广东省,肇庆市,封开县,23.398001,-1,111.711082
广东省肇庆市封开县唐八叔清补羊火锅店,广东省,肇庆市,封开县,23.450793,-1,111.499331
广东省肇庆市封开县广信嘉园,广东省,肇庆市,封开县,23.44758,-1,111.500816
广东省肇庆市封开县江口镇乐惠士多店,广东省,肇庆市,封开县,23.428682,-1,111.510949
广东省肇庆市封开县江口镇曙光路31号,广东省,肇庆市,封开县,23.434227,-1,111.501577
广东省肇庆市封开县江口镇东方二路115号,广东省,肇庆市,封开县,23.441761,1,111.505388
广东省肇庆市封开县江口镇水上居民安置楼,广东省,肇庆市,封开县,23.42918,1,111.510818
广东省肇庆市封开县江口镇河堤二路22号,广东省,肇庆市,封开县,23.439194,1,111.499262
广东省阳江市江城区三环路,广东省,阳江市,江城区,21.84407,1,111.980614
广东省阳江市海陵区保利银滩B区,广东省,阳江市,海陵区,21.577953,-1,111.876839
广东省阳江市海陵区恒大御景湾,广东省,阳江市,海陵区,21.612989,-1,111.920258
广东省阳江市海陵区敏捷黄金海岸,广东省,阳江市,海陵区,21.611879,-1,111.941994
广东省阳江市阳东区东城辛福街,广东省,阳江市,阳东区,21.855479,1,112.005412
广东省阳江市阳春市兴华路,广东省,阳江市,阳春市,22.154791,2,111.787849
广东省阳江市阳西县织篢镇蒲牌墟,广东省,阳江市,阳西县,21.678009,1,111.544567
广东省惠州市仲恺区陈江街道御景华城,广东省,惠州市,仲恺区,23.00094,-1,114.319206
广东省惠州市博罗县柏塘镇车田村,广东省,惠州市,博罗县,23.4105,-1,114.328148
广东省惠州市博罗县长宁镇罗浮山家园,广东省,惠州市,博罗县,23.217609,-1,114.04985
广东省惠州市大亚湾区康汇花园,广东省,惠州市,大亚湾区,22.739759,-1,114.539871
广东省惠州市大亚湾区澳头街道办事处枫丹白鹭园,广东省,惠州市,大亚湾区,22.735849,-1,114.539742
广东省惠州市大亚湾区霞涌街道办事处华润小径湾观海轩,广东省,惠州市,大亚湾区,22.790525,-1,114.695473
广东省惠州市大亚湾区大亚湾西区碧桂园公园上城,广东省,惠州市,大亚湾区,22.75027,-1,114.504267
广东省惠州市惠东县万科双月湾,广东省,惠州市,惠东县,22.593121,-1,114.882767
广东省惠州市惠东县平海镇驴友公寓,广东省,惠州市,惠东县,22.602939,-1,114.873921
广东省惠州市惠东县稔山镇碧桂园十里银滩海悦湾,广东省,惠州市,惠东县,22.793669,-1,114.726639
广东省惠州市惠东县巽寮滨海旅游度假区全季酒店,广东省,惠州市,惠东县,22.690519,-1,114.761253
广东省惠州市惠东县巽寮滨海旅游度假区海公园,广东省,惠州市,惠东县,22.684608,-1,114.756721
广东省惠州市惠东县港口虹海湾,广东省,惠州市,惠东县,22.590916,-1,114.90464
广东省惠州市惠东县巽寮滨海旅游度假区企鹅酒店,广东省,惠州市,惠东县,22.685153,-1,114.757039
广东省惠州市惠城区三栋镇大井口村,广东省,惠州市,惠城区,22.987743,-1,114.474307
广东省惠州市惠城区桥东街道东方威尼斯,广东省,惠州市,惠城区,23.087429,-1,114.437691
广东省惠州市惠城区桥东街道中海水岸城,广东省,惠州市,惠城区,23.069811,-1,114.451073
广东省惠州市惠城区雅居乐大道1号鹭湖会峰会别墅,广东省,惠州市,惠城区,23.19979,-1,114.45113
广东省惠州市惠城区龙丰街道鹅岭南路一城峯景,广东省,惠州市,惠城区,23.064919,-1,114.393654
广东省惠州市惠城区小金口街道乌石村田寮村民小组,广东省,惠州市,惠城区,23.139481,-1,114.424927
广东省惠州市惠城区中海凯旋城5区,广东省,惠州市,惠城区,23.039425,-1,114.449038
广东省惠州市惠城区小金口街道金都雅苑,广东省,惠州市,惠城区,23.177509,-1,114.409309
广东省惠州市惠城区江北街道城市花园,广东省,惠州市,惠城区,23.101061,-1,114.41288
广东省惠州市惠城区水口街道世纪东方城,广东省,惠州市,惠城区,23.101578,-1,114.465813
广东省惠州市惠阳区淡水街道人民四路天安珑城,广东省,惠州市,惠阳区,22.797009,-1,114.45723
广东省惠州市惠阳区淡水街道星河丹堤,广东省,惠州市,惠阳区,22.774179,-1,114.486732
广东省汕头市南澳县蓝海豪景,广东省,汕头市,南澳县,23.410559,1,117.033646
广东省汕头市南澳县深澳镇走马埔村,广东省,汕头市,南澳县,23.468273,2,117.057793
广东省汕头市潮阳区关埠镇下底村,广东省,汕头市,潮阳区,23.476021,2,116.451202
广东省汕头市金平区东兴路11巷,广东省,汕头市,金平区,23.40195,1,116.71169
广东省汕头市金平区中信怀英花园,广东省,汕头市,金平区,23.390551,1,116.720123
广东省汕头市龙湖区龙腾熙园,广东省,汕头市,龙湖区,23.40081,1,116.736977
广东省汕头市龙湖区鸥汀街道陈厝寨华兴园,广东省,汕头市,龙湖区,23.437351,1,116.714493
广东省汕头市潮南区成田镇简朴村,广东省,汕头市,潮南区,23.17078,1,116.483658
广东省汕头市潮南区陇田镇南埔村,广东省,汕头市,潮南区,23.15302,1,116.530912
广东省清远市佛冈县银座超市,广东省,清远市,佛冈县,23.87921,-1,113.53172
广东省清远市清城区东城街海逸华庭,广东省,清远市,清城区,23.70418,-1,113.046013
广东省清远市清城区凤城世家,广东省,清远市,清城区,23.680201,-1,113.059212
广东省清远市清城区源潭镇佳利乐包装有限公司宿舍区,广东省,清远市,清城区,23.65653,-1,113.214104
广东省清远市清城区石角镇美林湖天汇半岛,广东省,清远市,清城区,23.50738,-1,113.055168
广东省清远市英德市青塘建新村委会陈屋村,广东省,清远市,英德市,24.15951,-1,113.808578
广东省清远市英德市青塘集贸市场,广东省,清远市,英德市,24.207741,-1,113.852638
广东省清远市连山壮族瑶族自治县吉田镇御庭山庄,广东省,清远市,连山壮族瑶族自治县,24.56403,-1,112.090759
广东省清远市连山壮族瑶族自治县小三江镇田心村委会雷冲村,广东省,清远市,连山壮族瑶族自治县,24.269909,-1,112.137238
广东省清远市阳山县城南海逸华庭,广东省,清远市,阳山县,24.475651,-1,112.633476
广东省河源市东源县船塘镇三河积良下村,广东省,河源市,东源县,24.162107,1,114.945521
广东省河源市源城区旺福路,广东省,河源市,源城区,23.743971,1,114.706543
广东省茂名市信宜市怀乡镇永隆竹坳双龙村,广东省,茂名市,信宜市,22.47368,1,111.037727
广东省韶关市新丰县丰城街道,广东省,韶关市,新丰县,24.054259,1,114.208731
江苏省南通市如皋市长江镇春江花苑,江苏省,南通市,如皋市,32.105682,3,120.574966
江苏省南通市如皋市如城街道凌青8组,江苏省,南通市,如皋市,32.43618,2,120.624161
江苏省南通市如皋市江安镇佘圩村8组,江苏省,南通市,如皋市,32.136429,1,120.452499
江苏省南通市如皋市如城街道皋南新村,江苏省,南通市,如皋市,32.37347,1,120.562431
江苏省南通市海安市高新区中城街道金海国际花园,江苏省,南通市,海安市,32.52306,1,120.468483
江苏省南通市海安市南莫镇政府巷1号,江苏省,南通市,海安市,32.587002,1,120.285278
江苏省南通市海安市南莫镇柴垛村19组,江苏省,南通市,海安市,32.606621,1,120.300621
江苏省南通市海安市高新区西城街道拥徐村14组,江苏省,南通市,海安市,32.54789,1,120.382133
江苏省南通市通州区张芝山镇八字桥村23组,江苏省,南通市,通州区,31.878139,3,121.038353
江苏省南通市通州区平潮镇三官殿村2组,江苏省,南通市,通州区,32.11187,1,120.738472
江苏省南通市通州区平潮镇栖凤二期,江苏省,南通市,通州区,32.09282,1,120.73827
江苏省南通市通州区平潮镇沪通大桥监理项目部,江苏省,南通市,通州区,32.100441,1,120.748199
江苏省南通市通州区金新街道夏四店花苑,江苏省,南通市,通州区,32.016171,1,121.022812
江苏省南通市通州区张芝山镇八字桥村,江苏省,南通市,通州区,31.88302,1,121.030075
江苏省南通市启东市吕四港镇秦潭西小区,江苏省,南通市,启东市,32.02903,1,121.697533
江苏省南通市启东市王鲍镇黄英村,江苏省,南通市,启东市,31.951059,1,121.574226
江苏省南通市如东县栟茶镇兴凌村26组,江苏省,南通市,如东县,32.58358,1,120.898743
江苏省南通市如东县栟茶镇竹园村17组,江苏省,南通市,如东县,32.546101,2,120.856056
江苏省南通市海门市三厂镇南村12组,江苏省,南通市,海门市,31.893274,2,121.255302
江苏省南通市海门市三厂镇钟楼新村,江苏省,南通市,海门市,31.89015,1,121.248161
江苏省南通市海门市三厂镇龙江花园,江苏省,南通市,海门市,31.887251,2,121.25457
江苏省南通市海门市悦来镇保民村30组,江苏省,南通市,海门市,31.95508,1,121.481712
江苏省南通市海门市悦来镇鲜行村38组,江苏省,南通市,海门市,31.947901,1,121.493973
江苏省南通市海门市海门港新区,江苏省,南通市,海门市,32.103195,1,121.459717
江苏省南通市海门市滨江街道兄弟村24组,江苏省,南通市,海门市,31.8904,1,121.094131
江苏省南通市海门市高新区,江苏省,南通市,海门市,31.884129,1,121.156914
江苏省南通市海门市三厂街道钟楼新村,江苏省,南通市,海门市,31.89015,1,121.248161
江苏省南通市海门市高新区港南小区,江苏省,南通市,海门市,31.88047,1,121.160591
江苏省南通市海门市三星镇建安村20组,江苏省,南通市,海门市,31.920319,1,121.102018
江苏省南通市海门市开发区通源新村,江苏省,南通市,海门市开发区,31.900311,3,121.189369
江苏省常州市经开区横林镇,江苏省,常州市,经开区,31.69803,2,120.10051
江苏省常州市经开区卫星村,江苏省,常州市,经开区,31.792528,8,119.973684
江苏省常州市天宁区郑陆镇东青长青名苑,江苏省,常州市,天宁区,31.82206,4,120.084808
江苏省常州市天宁区青龙街道青龙苑,江苏省,常州市,天宁区,31.793285,1,120.017876
江苏省常州市新北区新桥镇滨江明珠城,江苏省,常州市,新北区,31.868422,2,119.973969
江苏省常州市新北区三井街道世茂香槟湖,江苏省,常州市,新北区,31.812407,1,119.998734
江苏省常州市武进区洛阳镇民丰村徐家头,江苏省,常州市,武进区,31.61076,1,120.063469
江苏省常州市武进区湖塘镇中壮新村,江苏省,常州市,武进区,31.718794,1,119.950317
江苏省常州市武进区湖塘镇新城帝景北区,江苏省,常州市,武进区,31.70925,3,119.95026
江苏省常州市武进区高新区北区新城春天里,江苏省,常州市,武进区,31.72658,1,119.97094
江苏省常州市武进区湖塘镇,江苏省,常州市,武进区,31.72686,1,119.947823
江苏省常州市武进区牛塘镇,江苏省,常州市,武进区,31.73189,1,119.900269
江苏省常州市溧阳市社渚镇大众巷,江苏省,常州市,溧阳市,31.31741,2,119.27639
江苏省常州市溧阳市别桥镇,江苏省,常州市,溧阳市,31.562392,1,119.447826
江苏省常州市金坛区西城街道,江苏省,常州市,金坛区,30.364831,2,112.21156
江苏省常州市金坛区东城街道,江苏省,常州市,金坛区,31.740129,2,119.61161
江苏省常州市金坛区薛埠镇,江苏省,常州市,金坛区,31.717609,1,119.382309
江苏省常州市钟楼区永红街道荆川里小区,江苏省,常州市,钟楼区,31.758457,1,119.927933
江苏省常州市钟楼区邹区镇凌家塘,江苏省,常州市,钟楼区,31.769886,1,119.891427
江苏省徐州市丰县华山镇邢桥村王庄,江苏省,徐州市,丰县,34.657806,2,116.748008
江苏省徐州市丰县华山镇邢桥村郭楼王庄,江苏省,徐州市,丰县,34.681549,1,116.703171
江苏省徐州市新沂市马陵山风景区花厅村,江苏省,徐州市,新沂市,34.230492,1,118.333282
江苏省徐州市沛县沛城镇梦圆小区,江苏省,徐州市,沛县,34.738636,1,116.94146
江苏省徐州市贾汪区大泉街泉城花都,江苏省,徐州市,贾汪区,34.442757,1,117.47725
江苏省徐州市贾汪区老矿街道泉旺头村,江苏省,徐州市,贾汪区,34.446918,1,117.436493
江苏省徐州市邳州市建设南路蔬菜公司宿舍,江苏省,徐州市,邳州市,34.314419,1,117.95961
江苏省徐州市邳州市明德小区,江苏省,徐州市,邳州市,34.334351,1,117.972069
江苏省徐州市邳州市运河镇银河湾小区,江苏省,徐州市,邳州市,34.297585,3,117.975311
江苏省徐州市邳州市港上镇南荆邑村,江苏省,徐州市,邳州市,34.502628,1,118.101929
江苏省徐州市邳州市水杉御景小区,江苏省,徐州市,邳州市,34.340939,1,117.96756
江苏省徐州市邳州市建设南路蔬菜公司宿舍北楼,江苏省,徐州市,邳州市,34.314656,1,117.959706
江苏省徐州市鼓楼区西站小区,江苏省,徐州市,鼓楼区,34.275501,2,117.186569
江苏省徐州市云龙区美的翰城,江苏省,徐州市,云龙区,34.209122,1,117.298218
江苏省徐州市云龙区世茂天观,江苏省,徐州市,云龙区,34.242668,1,117.215584
江苏省徐州市云龙区骆驼山街道世贸天观,江苏省,徐州市,云龙区,34.243858,1,117.214111
江苏省徐州市睢宁县天华小区,江苏省,徐州市,睢宁县,33.902039,1,117.975891
江苏省徐州市睢宁县睢城街道帝壹城,江苏省,徐州市,睢宁县,33.899792,1,117.97039
江苏省徐州市睢宁县胡集村赵西组,江苏省,徐州市,睢宁县,33.899599,1,117.718318
江苏省徐州市睢宁县高作镇高南村,江苏省,徐州市,睢宁县,33.905116,1,118.0394
江苏省徐州市睢宁县康馨花园小区东门对面巷子,江苏省,徐州市,睢宁县,33.904058,2,117.961601
江苏省徐州市睢宁县睢城镇东方花园,江苏省,徐州市,睢宁县,33.90398,3,117.96312
江苏省徐州市睢宁县睢城镇奥体清华苑,江苏省,徐州市,睢宁县,33.919022,1,117.962624
江苏省徐州市睢宁县睢城镇瑞凯国际,江苏省,徐州市,睢宁县,33.913223,1,117.959442
江苏省徐州市睢宁县锦绣华庭,江苏省,徐州市,睢宁县,33.896961,1,117.947227
江苏省徐州市睢宁县睢城镇星河湾,江苏省,徐州市,睢宁县,33.88789,1,117.965103
江苏省徐州市睢宁县邱集镇大主村,江苏省,徐州市,睢宁县,33.819777,1,118.041414
江苏省徐州市睢宁县幸福家园小区,江苏省,徐州市,睢宁县,33.905331,1,117.895103
江苏省徐州市睢宁县睢城镇温馨嘉苑,江苏省,徐州市,睢宁县,33.893791,1,117.961258
江苏省徐州市睢宁县东北小区,江苏省,徐州市,睢宁县,33.909718,1,117.961426
江苏省徐州市睢宁县睢城镇睢城街道红旗小区,江苏省,徐州市,睢宁县,33.90443,1,117.946037
江苏省徐州市睢宁县睢城镇龙城国际,江苏省,徐州市,睢宁县,33.917442,1,117.936981
江苏省徐州市睢宁县岚山镇土山村,江苏省,徐州市,睢宁县,33.927754,1,117.697561
江苏省徐州市睢宁县桃园镇桃园村仔仙路,江苏省,徐州市,睢宁县,33.855742,1,117.772818
江苏省徐州市睢宁县欧洲城,江苏省,徐州市,睢宁县,33.916695,1,117.964086
江苏省徐州市睢宁县睢城镇睢中教师公寓,江苏省,徐州市,睢宁县,33.899096,1,117.963827
江苏省徐州市泉山区山语世家商住楼,江苏省,徐州市,泉山区,34.215321,1,117.171501
江苏省泰州市兴化市张郭镇蒋庄村,江苏省,泰州市,兴化市,32.749581,1,120.19395
江苏省泰州市靖江市靖城街道胜利街,江苏省,泰州市,靖江市,32.015701,1,120.265068
江苏省泰州市靖江市城北小学教工楼,江苏省,泰州市,靖江市,32.022701,2,120.269318
江苏省泰州市靖江市斜桥兴阜小区,江苏省,泰州市,靖江市,32.06321,1,120.386009
江苏省泰州市靖江市滨江新区华阳社区西区,江苏省,泰州市,靖江市,32.0014,2,120.289998
江苏省泰州市靖江市滨江新区雅桥范盛圩,江苏省,泰州市,靖江市,31.969467,1,120.17035
江苏省泰州市靖江市马桥镇侯河村,江苏省,泰州市,靖江市,32.083511,1,120.219849
江苏省泰州市靖江市靖城街道胜利街53号,江苏省,泰州市,靖江市,32.016027,1,120.264356
江苏省泰州市靖江市靖城街道阳光国际凌云丽景小区,江苏省,泰州市,靖江市,31.98867,2,120.278414
江苏省泰州市姜堰区三水街道陈庄村,江苏省,泰州市,姜堰区,32.493797,1,120.122223
江苏省泰州市姜堰区天目山街道康华新村,江苏省,泰州市,姜堰区,32.516029,1,120.161423
江苏省泰州市姜堰区白米镇张沐大安村,江苏省,泰州市,姜堰区,32.467285,1,120.194542
江苏省泰州市姜堰区罗塘街道中天新村,江苏省,泰州市,姜堰区,32.49799,1,120.170631
江苏省泰州市姜堰区罗塘街道亚美国际,江苏省,泰州市,姜堰区,32.494781,1,120.146919
江苏省泰州市姜堰区罗塘街道胜利华庭,江苏省,泰州市,姜堰区,32.510799,1,120.155502
江苏省泰州市泰兴市广陵镇联吴村,江苏省,泰州市,泰兴市,32.173092,2,120.27076
泰州泰兴市珊瑚镇曹埠村,江苏省,泰州市,泰兴市,32.148877,1,120.340158
江苏省泰州市海陵区物流园区紫金华府,江苏省,泰州市,海陵区,32.5112,2,119.895302
江苏省泰州市高新区凤凰街道盛和花园,江苏省,泰州市,高新区,32.451962,1,119.915611
江苏省泰州市高新区野徐镇永丰村,江苏省,泰州市,高新区,32.386002,1,119.949142
江苏省泰州市高港区口岸街道中兴旺铺,江苏省,泰州市,高港区,32.305042,1,119.879478
江苏省泰州市高港区口岸街道柴墟西路,江苏省,泰州市,高港区,32.304241,1,119.881912
江苏省泰州市高港区大泗镇大泗村,江苏省,泰州市,高港区,32.356098,1,119.973869
江苏省连云港市海州区振海路正诺中西医结合诊所,江苏省,连云港市,海州区,34.590597,-1,119.156735
